job_id,group_id,p_times,s_fracs,d_dates
1,3,457.0353307514911,0.4195760522457124,18836.990798333198
2,8,222.19359345995863,0.6505415023282525,21732.432766398833
3,2,488.8059550778052,0.7227441023883472,18350.423861525418
4,7,238.11905295971823,0.31887510612756886,17902.826323036654
5,5,221.78866409011346,0.7050911606688166,19873.475918496424
6,7,152.36554985196315,0.2624097111961349,12831.363524263108
7,7,1.1942143608067675,0.3126045039751279,8454.240300166486
8,7,168.18119558677287,0.7481478007798771,14676.173485624775
9,6,335.6839871471782,0.30554043204489184,9190.433538606627
10,1,78.23755181601403,0.25593875118889564,6335.073530706481
11,3,232.4696478580423,0.4652443498201983,11048.501353478368
12,3,117.47085989135748,0.25260188176391923,892.7467299848344
13,7,342.32804618475046,0.32358755968974184,17028.279644414608
14,5,299.7623099990848,0.3223157283143555,6168.096686087461
15,4,49.81346007286221,0.7227931358793592,15643.686340172082
16,7,238.04008267710168,0.26202736476633226,7062.4923145099465
17,4,384.26130349814287,0.6055497653450992,3041.1773894253383
18,3,335.4230449575923,0.5264960924052334,20731.877502729563
19,5,183.08507085155915,0.33415410725667555,15087.569935517598
20,3,366.24303713943215,0.7243262115684521,18190.418434282863
21,5,189.5591515014471,0.6003410611746782,1458.9866462701118
22,6,485.7855417836868,0.39093619000778357,12323.128528503088
23,3,7.310037080912365,0.3142885311594093,6893.712153424342
24,5,5.804807428908049,0.6010850511918839,19123.513834292175
25,5,92.19052243150482,0.7471201981090279,19057.6635228474
26,2,456.1434775289489,0.4239997205709647,11088.75533991066
27,4,213.9698658892927,0.35709912867770843,10375.998553796424
28,1,395.33620797524225,0.3562545186026031,19496.420814293393
29,4,169.35013269184952,0.4196993841299664,10835.326938084801
30,5,395.8028896730486,0.2537218668986784,15823.946398785483
31,2,126.61218867026014,0.3012367837379652,5402.350886748843
32,6,315.99825560848603,0.32337769902937136,7110.597842711234
33,3,395.9259143809125,0.5039804008162972,17025.627874179598
34,8,133.720051047533,0.4309505582930573,8923.363522531805
35,5,485.66609651740833,0.33077321132384124,13051.56786526027
36,6,318.0425738657575,0.4388161464124994,21181.219728900902
37,5,129.52511942623497,0.27261605032109665,13438.510178676503
38,8,318.03529294794515,0.429317408296652,18850.092935826426
39,1,194.1699283202419,0.3188972439601036,11069.062687724036
40,6,211.01672393239548,0.5529347433880772,20517.506650749598
41,1,344.8879767855254,0.5921697010547278,17288.49906158618
42,3,428.6881963286717,0.532838875739996,18101.012468289726
43,4,221.1731426132439,0.27371933806609017,3079.5093963420795
44,5,488.65446237259425,0.34847679388768155,961.4445437343405
45,1,420.5976004728643,0.5752912166583724,16919.517960181787
46,5,214.98801453632808,0.5580382411299363,21762.9761829739
47,4,239.55449993173096,0.5481696647919554,7495.962947928449
48,6,285.6997470666037,0.40610008272022374,7126.720919170027
49,6,248.7981904097604,0.7373910519968478,2784.3709634235884
50,8,475.42852069267855,0.6996452135028435,2125.5716750193333
51,3,57.45242081155322,0.5148659577799739,10470.782955497365
52,4,196.72220205514864,0.3616977217092395,2402.53200399324
53,3,372.2489181168513,0.517276920465591,17390.094220895742
54,6,319.39536612875816,0.2964362125792825,16657.061713863957
55,3,171.29474203859007,0.41866278015212943,9212.132080572525
56,1,325.0853946556991,0.2680270714604905,8934.115795358079
57,6,470.1530963843859,0.36981084251069024,9638.279917986454
58,3,357.94517335526075,0.4662856765073053,7006.116426870049
59,8,327.53509400277306,0.47663325119920164,38.709591528104625
60,6,53.28314050848596,0.3425807507752527,6944.191413293451
61,3,193.4496874525345,0.652913730901807,11717.410385816847
62,2,181.951206174116,0.49883603138031946,13182.443906467235
63,1,434.3756437694608,0.6979369249790488,15422.336179011265
64,6,397.5636970411435,0.7304903684092342,15595.952725414762
65,2,66.27584568023643,0.49381484251976376,2367.444976364294
66,6,381.91022661429076,0.7021179987822741,21201.48456164192
67,8,98.31921406102838,0.6965744110325369,4654.255126295439
68,6,384.99368554349377,0.7415629879315289,2768.231907537417
69,2,225.27123063645706,0.5011709620278828,11081.991081736063
70,1,443.05600736433433,0.3292232302660183,20436.963914738135
71,4,77.79490179117623,0.33883724517871594,350.341547915716
72,2,432.35068871204385,0.470028675395642,20056.001711477693
73,1,255.10990216009927,0.6723584449239985,16184.957465472531
74,5,10.222275537652964,0.6544901525103993,17955.556590537617
75,1,352.80469899738455,0.6321487161186816,13077.34469115774
76,1,98.18981059573335,0.30956740739812394,18656.093456340102
77,5,456.20634043696674,0.5852047167376915,19457.286496877823
78,5,3.3910674699781223,0.6471076714410385,1166.6305580341461
79,3,167.2183080240329,0.7106052469808448,11510.98307857253
80,1,446.98560781435805,0.572898799862146,17880.510043535945
