job_id,group_id,p_times,s_fracs,d_dates
1,1,304.56208661549687,0.6784763892756696,18220.303588438477
2,5,401.2275031839075,0.556996529075457,12129.69373689679
3,5,331.72229315350427,0.6911585442526087,8287.25174165156
4,7,339.4029341988453,0.3231522616304089,21513.90264474169
5,5,259.73088251967,0.3949825587899969,8084.375160072479
6,4,351.2669553627278,0.30346958186898926,21316.542971507246
7,7,3.443264545708208,0.3852765370363939,15314.731281931668
8,1,441.7203925364906,0.40869957726845524,21606.85223979184
9,1,288.2361346290789,0.6294093222157853,19101.594778368726
10,7,272.6103947387576,0.28519159038998443,21098.861348427243
11,5,126.38120577666116,0.46762961625076427,18044.659474031443
12,3,470.0923884376076,0.5677658593872457,8137.089646685967
13,6,160.70041171968916,0.5747162057193465,21314.345673736938
14,5,200.50620651181947,0.708368790789949,5805.160567452241
15,6,399.06189805099973,0.3083715826877259,2180.0234006186297
16,7,432.10626198354987,0.6500250312410591,929.6275694535582
17,7,24.487746906666548,0.7429644127454224,7868.020651017033
18,6,83.83123390896034,0.332928176055645,21251.853854161243
19,8,404.8762359015911,0.2772318237408129,22412.634016567947
20,8,154.58997122114258,0.36552832780668554,2384.148784024199
21,2,326.8159570776683,0.6675721141067166,582.3018134777583
22,1,453.5960261079992,0.3339222314173566,13889.599406218833
23,4,242.01621080306856,0.2987379224016821,11595.118737473209
24,1,60.57966079004393,0.2943818339381461,12607.688765163552
25,5,389.02546043041156,0.49809766693813745,17984.308235562003
26,8,345.9449154804,0.5226219294491601,1348.0340794107276
27,6,419.5523962016686,0.7286881947513613,17725.27227273402
28,5,335.68622238581065,0.4206271201235783,6788.949504351969
29,1,438.18780526217415,0.6878009727485164,14620.572413000258
30,5,417.5676128676492,0.5114279356918163,638.5964604434005
31,8,193.15367067236053,0.5657317261225546,14251.592744052892
32,3,275.0933983877502,0.29687478150112007,10067.882358838993
33,4,357.2412651960559,0.5068578686887206,12252.374909998904
34,5,318.73991732636654,0.4036767641922841,15700.522292604126
35,3,62.64461637358066,0.42058854176889254,637.3671385053185
36,8,125.57375099406329,0.706511921361483,2655.2831429004145
37,7,451.2053160300215,0.46818531822097414,7319.852176243209
38,4,124.71798872357017,0.5858026832673073,20405.27801952863
39,4,28.354577537139786,0.7036638171544345,10898.791847614431
40,7,305.97931484696664,0.4165848454877025,10049.989677712943
41,2,184.10847976575454,0.43379638039929325,8025.453268696498
42,8,201.09981394133345,0.32317576040770196,7884.647920204485
43,5,87.27372509292422,0.5901054758608932,1881.588921752111
44,8,223.71148567168217,0.49043763602554485,10988.242502135465
45,6,301.64390278045806,0.7062665037563348,4754.244300558218
46,2,91.22565882238304,0.32111081796476004,15572.258901187124
47,2,200.1680566354448,0.7415533728980077,19017.245967116924
48,4,27.337397138506496,0.4784576502434092,20697.63251587453
49,3,465.9114032177457,0.7143071158445264,15785.429953458626
50,6,485.6907892511938,0.5192691634935613,10674.482568501966
51,7,405.65157179585884,0.4083531068293294,12997.084329836198
52,6,355.4210975829754,0.5237835775831157,21351.520570641223
53,6,135.33976738898858,0.31909085598082804,14036.182617901097
54,8,449.36251040222567,0.3385488856302785,12502.971524094133
55,7,80.56737824932247,0.4756283070592235,8346.299331241195
56,5,86.44403998357456,0.5035977291410494,15014.38301042016
57,1,118.56056390636586,0.5307224521887086,4858.81198344302
58,4,359.3815038518256,0.651057826822486,27.03479745328178
59,5,119.62805521123187,0.30962280188751806,7621.726099788373
60,8,272.51449308060126,0.7320467364768606,10257.122752210616
61,5,463.5956872516471,0.5992737852038004,15038.251687435803
62,4,408.2706703750775,0.3449658579587841,19544.635286208373
63,7,218.6444756120154,0.4314113164002787,5423.7580930314425
64,8,4.21067660834469,0.6065379541315188,11515.15022810837
65,7,212.0187164043894,0.674028496605589,2410.895322502001
66,8,438.2481614987502,0.4105026159597721,3773.278481071275
67,8,197.7405511764288,0.6330242586998263,7057.303866203122
68,2,305.4484040743187,0.6395864606566122,20669.447790823928
69,4,202.60357978626578,0.4279307881561175,9823.057238419691
70,6,284.96540385416375,0.5143626783261831,15084.003132516304
71,5,452.00158186520525,0.7009674757544204,4357.920394224047
72,8,252.31325420346462,0.3330627603857501,7424.919373968053
73,6,380.57478703464926,0.3143351116280043,9170.301575109384
74,3,95.5409793152718,0.6647376322392173,77.81742625536185
75,1,401.8357409327166,0.5154960856291764,625.4070525895544
76,5,339.0806340506571,0.6203942377603704,14230.98320288615
77,8,468.24822802694194,0.50815600141004,1402.0075947324867
78,5,158.03952152555485,0.26826429434363674,9558.955522096632
79,4,388.20986384806986,0.551943569467406,17015.772009598255
80,7,248.9302521600028,0.3438858436606348,11065.595502883712
