job_id,group_id,p_times,s_fracs,d_dates
1,3,404.25981283542524,0.2794508180594272,3236.200625609926
2,7,305.57566319610424,0.6013396606779594,4827.180430876464
3,8,326.43522591900006,0.6157142953081483,18972.955477209784
4,4,280.75136739510316,0.6894491877530218,7471.663320231258
5,4,52.911257803339964,0.428443484053604,1666.637098106651
6,7,93.88987378331878,0.5749776839803771,3521.384390692538
7,1,46.20583562679362,0.28254985133939536,6288.773258591211
8,1,394.74978879007324,0.5130592385187132,4992.650535454094
9,1,398.40286086836903,0.5120666186286779,20816.259772254623
10,6,227.7669924905869,0.49212199330251133,35.493841529666724
11,2,285.0719312533867,0.6920649154881983,16531.50649103359
12,1,16.76693962715298,0.5634104818742022,5258.044113478487
13,5,361.8463049842557,0.6163320317963692,6958.462055771957
14,6,349.8573248411023,0.49240945794839625,14502.949344807965
15,1,221.2268723417427,0.5700727165819824,1762.962527324197
16,2,382.1773120778876,0.553430790803847,12705.222980732075
17,6,285.6746146833024,0.264029475163249,8898.488822630983
18,2,428.2650684376072,0.6577681279032407,4904.915152357655
19,6,306.0876945464214,0.44437383292016563,15264.299580583891
20,1,316.9598882108077,0.6435728139479033,9235.002501769824
21,6,297.6342154729755,0.3419320193820225,18583.70022218072
22,3,8.250287832917362,0.40789668912443483,19450.352221390094
23,3,459.41524012091816,0.46001061243699315,8102.11646250857
24,5,37.62052876320192,0.5576843152143806,19954.717423592083
25,6,411.87970715531355,0.6360433210323753,457.5921180849838
26,1,409.73495237554533,0.2945235117048406,1594.1944164047213
27,4,6.444884814697345,0.2929546691388175,13907.31899440132
28,3,51.0998962184345,0.45256031233428146,17103.253941438965
29,2,429.7140366611904,0.32505481712530143,10678.410180933632
30,3,67.91324742364645,0.4045827139558269,442.46283558845994
31,2,471.06758496543665,0.6112108761500739,16429.57284688862
32,7,412.1866857368313,0.5920881210025379,22142.031000408162
33,3,324.9634739068789,0.3345321536034455,12762.205730402451
34,3,489.40079516421457,0.6418872754395493,11771.871960175751
35,4,395.5002200272705,0.6936074044598821,17089.817811134122
36,8,319.89041633617245,0.3254280886617072,4307.839451877152
37,5,353.9500505719741,0.6543441536850678,22334.10324108689
38,2,85.21846701637863,0.5521532034219033,12730.952479744616
39,8,459.0709336871632,0.3410692029949348,18240.071290574648
40,1,133.3268385705951,0.7198811430644528,9910.260950374352
41,5,120.67545974105163,0.42128552923714635,10005.888720045183
42,6,475.83542153621016,0.2949267731341122,9659.399958727789
43,6,371.2970636455218,0.7195612586011775,16985.072522533585
44,5,393.92916961145596,0.3429293524437562,14378.20740461535
45,4,44.35857465407255,0.27545662974396473,10636.569189151915
46,5,308.91299954689555,0.6107129084782488,15302.84876253342
47,8,274.1527416905888,0.33551273116704694,22133.33989499808
48,1,176.1112355244521,0.44322642070444046,19184.041870106033
49,6,324.0414541426899,0.37469702813094574,3512.6362528049385
50,1,205.82532746202924,0.5378014461918712,19889.635177170523
51,6,337.2422012959637,0.7253971051147781,14765.381088660122
52,5,437.1336375042711,0.5061654265091928,8798.525429964247
53,8,236.46553829584116,0.32118152623531454,3350.734648997242
54,2,190.45286989114197,0.6846398152358295,10434.016503749182
55,4,9.107552767400263,0.5571440497203126,16276.546960754353
56,3,338.81275890473836,0.3111792364566112,2739.5400136722305
57,8,439.24012013214434,0.6665850282016645,468.1189995275885
58,5,203.78013956172188,0.3324067850294863,3350.453080584632
59,4,55.68573679446344,0.625971596628705,3919.567602590914
60,7,325.8983610129143,0.3475472648344084,5078.901345782139
61,2,199.02768270866693,0.5844411150138428,11655.512502346739
62,4,281.4485459952087,0.4231802173423886,17477.708469218764
63,4,448.70590787313756,0.4322855491312362,17881.446481372823
64,7,68.14635451724443,0.5463208269020128,19591.477645822884
65,7,4.788686795030189,0.3513692335702994,19718.027049784145
66,5,418.1825188104421,0.5216261355944285,11039.215363435369
67,3,315.2301295716186,0.6533277550085439,1060.450813539761
68,3,398.8110491884622,0.47093272265064356,497.6905335565004
69,5,42.98175376273337,0.6927331576594146,7649.356583784473
70,5,128.58816595804666,0.3935191598902283,11508.445278640997
71,1,120.42790677334271,0.44976022272563304,1307.3450414641525
72,5,298.2893767272828,0.3491164293507531,17605.359941975905
73,6,374.52867011522704,0.7154945677907257,2446.136163380147
74,3,362.664939034185,0.4765285819253365,4837.879370737088
75,5,373.0691556340452,0.5921130349650368,5737.079523454109
76,8,53.54747502550098,0.6782691265887224,10749.345310292274
77,6,439.00546368974597,0.5732399034431502,7046.242500007456
78,3,487.40126299542226,0.3533946667098884,254.45438397754694
79,2,248.02944992488148,0.3059422104359901,13843.30519100806
80,4,112.00499999781859,0.4901868569861172,19784.573683280756
